location,size,total_sqft,bath,price
Dum Dum,3 BHK,1275,2.0,39.8
Dum Dum,3 Bedroom,462,3.0,38.0
Dum Dum,4 BHK,3300,5.0,318.0
Dum Dum,2 BHK,1210,2.0,85.0
Dum Dum,3 BHK,1320,3.0,226.0
Howrah,3 BHK,1532,3.0,98.13
Dum Dum,2 BHK,1245,2.0,110.0
Dum Dum,2 BHK,1212,2.0,50.0
Howrah,2 BHK,1230,2.0,65.0
Bangur,5 Bedroom,1000,5.0,180.0
Kalitala Road,3 BHK,2257,3.0,159.0
Bansdroni,2 BHK,1246,2.0,65.4
Bansdroni,2 BHK,1080,2.0,41.0
New Town,6 Bedroom,3Cents,6.0,75.0
New Town,3 BHK,1360,2.0,85.0
Belghoria Expressway,2 BHK,1260,2.0,47.88
Rajarhat,4 Bedroom,1200,3.0,110.0
Rajarhat,2 BHK,1418,2.0,104.0
Behala,3 Bedroom,1200,3.0,165.0
International Airport,2 BHK,950,2.0,39.0
Rajarhat,2 BHK,1020,2.0,55.0
New Town,3 BHK,1400,2.0,40.44
New Town,4 Bedroom,1440,4.0,88.0
New Alipore,6 BHK,800,6.0,75.0
Narendrapur,3 BHK,1310 - 1615,,62.81
Narendrapur,2 BHK,1175,2.0,69.0
N S C Bose Road Narendrapur,2 BHK,1185,2.0,40.17
kalikapur,3 BHK,2250,3.0,113.0
Konnagar,2 BHK,1178,2.0,40.43
N S C Bose Road  Narendrapur,4 BHK,36000,4.0,450.0
New Town,1 BHK,825,1.0,44.9
Tangra,3 BHK,1250,3.0,43.0
Rajarhat,2 BHK,1113.12,2.0,55.0
Rajarhat,3 BHK,1718,3.0,223.0
Rajarhat,2 BHK,1010,2.0,35.0
Howrah,2 BHK,900,2.0,41.0
Sodepur,4 Bedroom,1500,4.0,240.0
Rajarhat,1 Bedroom,540,1.0,16.5
Madhyamgram,2 BHK,1020,2.0,29.46
Kasba,2 BHK,1194,2.0,71.64
Kasba,8 Bedroom,1470,6.0,300.0
Jatragachi Flyover,3 Bedroom,600,4.0,100.0
Dum Dum,2 BHK,1108,2.0,67.15
Dum Dum,4 BHK,3895,2.0,451.0
Dum Dum,2 BHK,700,2.0,34.99
Dum Dum,3 BHK,1600,3.0,68.0
Lake Town,3 BHK,1850,3.0,90.0
Lake Town,2 BHK,1250,2.0,33.0
Lake Town,1 Bedroom,600,1.0,43.0
Lake Town,2 BHK,1140,2.0,49.27
Jessore Road,3 BHK,1200,2.0,75.0
Jessore Road,2 BHK,985,2.0,55.0
Bangur,2 BHK,982,2.0,55.0
Bangur,1 BHK,600,1.0,20.0
Tangra,3 BHK,2640,5.0,142.0
Tangra,2 BHK,1314,2.0,68.8
Brahmapur Road,3 BHK,1700,2.0,68.5
Baranagar,2 BHK,1077,2.0,93.0
Baranagar,4 Bedroom,1782 - 2000,,66.165
Dakshineswar,5 BHK,2000,4.0,99.0
New Town,3 BHK,1643,3.0,75.0
International Airport,3 Bedroom,1200,3.0,67.0
VIP Road,2 BHK,1116,2.0,51.91
Ballygunge,2 BHK,1020,2.0,41.82
Selimpur,7 Bedroom,621,7.0,64.0
Narendrapur,3 BHK,1740,3.0,55.0
New Alipore,2 BHK,1225,2.0,47.0
Narendrapur,3 BHK,1241,2.0,61.0
Dum Dum,2 BHK,1041,2.0,40.6
Dum Dum,2 BHK,1050,2.0,46.0
Narendrapur,3 BHK,4400,3.0,901.0
Howrah,2 BHK,1309,2.0,64.39
Garia,2 BHK,1128,2.0,45.0
Tangra,3 BHK,1430,2.0,50.0
Tangra,2 BHK,1065,2.0,47.86
Tangra,2 BHK,1085,2.0,64.0
Tangra,1 Bedroom,750,1.0,30.0
Tangra,2 BHK,981,2.0,37.28
Tangra,4 BHK,1548.3,4.0,129.0
New Alipore,4 BHK,2302,4.0,300.0
Madhyamgram,3 BHK,1410,2.0,60.0
Narendrapur,3 BHK,1525.84,3.0,117.0
Howrah,2 BHK,1200,2.0,42.6
EM Bypass South East,2 BHK,1030,2.0,80.0
Block O,3 BHK,1852,2.0,95.0
Rajarhat,2 BHK,1160,2.0,33.5
New Alipore,2 BHK,918,2.0,49.0
birati,3 BHK,1255,2.0,90.0
Narendrapur,6 Bedroom,1200,6.0,250.0
New Alipore,3 BHK,1150,2.0,49.9
New Town,3 BHK,2700,3.0,324.0
Rajarhat,2 BHK,1150,2.0,69.0
Sonarpur,2 BHK,1227,2.0,53.49
New Alipore,3 BHK,1255,3.0,77.68
New Alipore,6 Bedroom,840,8.0,120.0
New Alipore,2 BHK,1198,2.0,82.0
New Town Action Area II,3 Bedroom,1200,3.0,160.0
Narendrapur,3 BHK,188.89Sq. Yards,3.0,180.0
Narendrapur,4 Bedroom,2600,3.0,95.0
New Town,3 BHK,2072,4.0,139.0
Garia,2 BHK,797,2.0,32.0
Konnagar,3 BHK,1350,2.0,68.0
Madurdaha,4 BHK,2500,4.0,200.0
New Town,3 BHK,2215,4.0,160.0
Rajpur Sonarpur,1 BHK,525,1.0,30.0
Prince Anwar Shah Connector,4 BHK,2700,4.0,260.0
Dhakuria,3 BHK,1500,2.0,90.0
Dhakuria,2 Bedroom,900,2.0,55.0
Ballygunge,3 BHK,1355,2.0,58.27
Anandapur,3 BHK,1465,2.0,49.81
Uttarpara Kotrung,2 Bedroom,1006,2.0,57.0
Rajarhat,4 BHK,2000,4.0,75.0
N S C Bose Road  Narendrapur,2 BHK,1128,2.0,65.7
Haltu,2 BHK,850,2.0,35.0
Kaikhali,3 BHK,1310,2.0,68.0
Moore Avenue,2 BHK,1390,2.0,86.0
Dum Dum,3 BHK,1390,2.0,76.45
Konnagar,4 Bedroom,2396,4.0,325.0
Narendrapur,2 BHK,1170,2.0,33.0
Konnagar,3 BHK,1385,2.0,50.0
Lake Town,2 BHK,1160,2.0,42.0
Uttarpara Kotrung,2 BHK,1160,2.0,33.5
Lake Town,3 BHK,1200,2.0,69.0
Uttarpara Kotrung,2 BHK,1475,2.0,55.0
Dum Dum,3 Bedroom,1939,3.0,98.0
New Town,2 BHK,850,2.0,42.0
New Town,1 BHK,675,1.0,45.0
New Town,2 BHK,1060,2.0,51.0
Dum Dum,2 BHK,1235,2.0,47.0
Dum Dum,2 Bedroom,600,4.0,110.0
Howrah,2 BHK,1250,2.0,60.0
Dum Dum,2 BHK,1460,2.0,70.0
Jorabagan,3 BHK,1690,3.0,85.0
Elgin,1 BHK,850,1.0,57.0
New Alipore Road,3 BHK,1843,3.0,82.0
Tollygunge,3 BHK,1680,3.0,117.0
Sodepur,2 BHK,1047,2.0,84.0
Sodepur,2 BHK,1100,2.0,35.0
Sodepur,8 Bedroom,3250,8.0,600.0
Cossipore,2 BHK,1120,2.0,53.0
International Airport,2 BHK,1095,2.0,38.33
International Airport,2 BHK,970,2.0,35.0
International Airport,5 Bedroom,1200,7.0,125.0
New Town Action Area II,3 BHK,1100,2.0,85.0
Action Area II Newtown,3 BHK,1685,3.0,85.0
E M Bypass,2 BHK,1148,2.0,59.0
Howrah,2 BHK,1050,2.0,65.0
Dum Dum,3 BHK,1465,2.0,76.0
Behala,4 Bedroom,3401,5.0,230.0
New Town,1 BHK,630,1.0,60.0
Sonarpur,3 BHK,1850,3.0,150.0
Tangra,9 Bedroom,1200,9.0,175.0
Tangra,4 Bedroom,1750,2.0,225.0
Rajpur,3 BHK,1350,3.0,60.0
Rajpur,3 BHK,1760,3.0,160.0
Lake Town,2 BHK,1440,2.0,185.0
Lake Town,2 BHK,1200,2.0,42.0
Rajarhat,2 BHK,1100,2.0,78.0
Howrah,2 BHK,1140,2.0,46.0
Howrah,3 BHK,1469 - 1766,3.0,73.595
Rajarhat,2 BHK,1410,2.0,45.0
New Town,3 BHK,1434,2.0,67.39
New Alipore,2 Bedroom,1180,2.0,74.0
Sonarpur,2 BHK,1160,2.0,42.0
Tollygunge,2 BHK,1343,2.0,86.0
Tollygunge,2 BHK,1184,2.0,69.0
Garia,3 BHK,2246,3.0,300.0
Tollygunge,3 Bedroom,4510,4.0,200.0
Tollygunge,3 BHK,1305,2.0,59.0
Tollygunge,4 BHK,3785,5.0,280.0
Action Area III,3 BHK,1540,3.0,85.0
New Town,3 BHK,1550,3.0,65.11
International Airport,3 BHK,1345,2.0,57.0
Baguiati,3 BHK,975,2.0,45.0
N S C Bose Road  Narendrapur,2 BHK,1140,2.0,46.0
Rajarhat,2 BHK,1152,2.0,34.56
Howrah,4 Bedroom,3200,4.0,700.0
Howrah,3 BHK,1033,2.0,31.5
Entally,3 BHK,1800,3.0,230.0
New Alipore,2 BHK,1102,2.0,53.67
Dhakuria,3 BHK,1223,2.0,42.81
New Alipore Road,3 BHK,1762,3.0,112.0
Konnagar,2 BHK,560,2.0,16.6
Konnagar,6 Bedroom,2000,6.0,85.0
Rishra,3 BHK,1410,2.0,38.0
New Town,3 BHK,1853,3.0,64.86
Konnagar,2 BHK,1455,2.0,69.0
Narendrapur,2 BHK,1138,2.0,110.0
Narendrapur,3 Bedroom,2556,3.0,169.0
Howrah,3 BHK,1200,2.0,66.5
Narendrapur,2 BHK,1200,2.0,37.0
Rajpur,3 BHK,204Sq. Meter,4.0,185.0
Rajarhat,2 Bedroom,1200,1.0,36.0
Rajarhat,3 BHK,1870,3.0,138.0
Howrah,2 BHK,1199,2.0,86.0
Howrah,6 Bedroom,800,8.0,150.0
Madurdaha Near Ruby Hospital On EM Bypass,3 BHK,1360,2.0,54.4
Nayabad Daspara,3 BHK,1230,3.0,53.0
Bangur avenue,3 BHK,2000,3.0,120.0
Rajarhat,4 Bedroom,1200,4.0,250.0
Rajarhat,2 BHK,1047,2.0,83.0
Chinar Park,4 Bedroom,6000,4.0,260.0
Dum Dum,2 Bedroom,1200,2.0,76.0
Rajarhat,2 BHK,1255 - 1350,2.0,44.285
Madurdaha Near Ruby Hospital On EM Bypass,2 BHK,725,2.0,30.0
Brahmapur Road,3 BHK,1645,3.0,100.0
Brahmapur Road,2 BHK,870,2.0,65.0
Action Area II Newtown,2 BHK,1026,2.0,49.95
Baranagar,3 BHK,2000,3.0,145.0
Rajarhat Chowmatha,2 BHK,1710,2.0,200.0
Narendrapur,3 BHK,1766,3.0,130.0
Tangra,1 BHK,500,1.0,15.0
New Town,2 BHK,1100,1.0,15.0
Rishra,3 BHK,1221,3.0,52.0
Rishra,1 BHK,680,1.0,46.0
Rishra,2 BHK,1278,2.0,90.0
Tangra,2 BHK,1025,2.0,66.0
Tangra,2 BHK,1175,2.0,39.0
Tangra,2 BHK,870 - 1080,2.0,28.275
Tangra,1 Bedroom,600,1.0,75.0
Gariahat,2 BHK,850,2.0,42.0
Mukundapur,2 BHK,710,2.0,25.0
Tangra,2 BHK,1165,2.0,33.64
Sonali Park,1 BHK,625,1.0,19.0
kalikapur,3 BHK,1340,3.0,66.0
Sodepur,2 BHK,937,2.0,35.0
New Town,7 Bedroom,1500,6.0,210.0
New Alipore,1 BHK,750,1.0,52.5
Rajarhat,5 Bedroom,45Sq. Yards,6.0,400.0
kalikapur gitangali park,3 BHK,1475,3.0,78.0
New Town,4 Bedroom,2230,4.0,130.0
Rajarhat,4 Bedroom,2200,5.0,100.0
New Alipore,2 Bedroom,900,2.0,65.0
Alipore,2 BHK,1116,2.0,37.0
Topsia,2 BHK,948,2.0,75.0
New Town,2 BHK,970,2.0,55.0
Tangra,3 BHK,1519,3.0,67.23
Sodepur,3 BHK,1200,2.0,65.0
Dum Dum,3 BHK,1760,3.0,127.0
Dum Dum,4 Bedroom,4400,5.0,525.0
Madhyamgram,3 BHK,1914,3.0,179.0
Tollygunge,3 BHK,1820,3.0,85.5
Madhyamgram,3 BHK,1820,3.0,93.0
Madhyamgram,3 BHK,1565,3.0,78.0
Dum Dum,2 BHK,1334,2.0,42.69
Howrah,2 BHK,924,2.0,76.23
Madhyamgram,2 BHK,914,2.0,49.0
Howrah,1 BHK,500,1.0,17.0
Howrah,3 BHK,2145,3.0,125.0
Madhyamgram,5 Bedroom,1200,5.0,162.0
Behala Chowrasta,3 BHK,1650,3.0,100.0
Howrah,4 BHK,3940,4.0,220.0
Madhyamgram,2 BHK,1020,2.0,29.45
Howrah,2 BHK,1180,2.0,58.0
Madhyamgram,2 BHK,1255,2.0,120.0
Narendrapur,3 BHK,2777.29,5.0,650.0
Howrah,2 BHK,1014,2.0,35.0
Howrah,4 Bedroom,920,2.0,90.0
Howrah,2 BHK,695,1.0,25.0
Howrah,3 Bedroom,2273,4.0,220.0
Madhyamgram,2 BHK,1140,2.0,48.95
Madhyamgram,6 Bedroom,3000,4.0,375.0
Sodepur Road,2 BHK,1180,2.0,41.0
Madhyamgram,4 BHK,2400,4.0,152.0
Madhyamgram,2 BHK,850,1.0,25.0
Biren Roy Road,2 BHK,1200,2.0,60.0
Madhyamgram,4 BHK,3160,4.0,206.0
Madhyamgram,3 BHK,1769,3.0,96.87
Madhyamgram,4 Bedroom,133.3Sq. Yards,3.0,160.0
Madhyamgram,4 BHK,1554.3,4.0,131.0
Dum Dum,2 BHK,1243,2.0,46.0
Howrah,4 Bedroom,4920,5.0,1150.0
Howrah,2 BHK,905,2.0,40.0
New Town,1 Bedroom,627,1.0,30.0
New Town,3 BHK,2180,3.0,285.0
Madhyamgram,3 BHK,2400,3.0,260.0
Madhyamgram,3 BHK,1435,3.0,73.0
New Alipore,4 BHK,3405.1,6.0,400.0
Tollygunge,3 BHK,1620,3.0,130.0
Block O,3 BHK,1862,3.0,125.0
Madhyamgram,2 BHK,674,1.0,19.9
Uttarpara Kotrung,2 BHK,1220,2.0,59.0
Dum Dum,2 BHK,1027,2.0,44.0
Dum Dum,2 BHK,1025,2.0,49.0
New Alipore,3 BHK,1430,2.0,54.5
Entally,2 BHK,1235,2.0,65.0
Dum Dum,3 BHK,1291,2.0,32.0
New Town,3 BHK,1498,3.0,95.0
Dum Dum,3 BHK,2180,3.0,240.0
New Town,2 BHK,1000,2.0,29.7
Dum Dum,2 Bedroom,922,2.0,70.0
Madhyamgram,2 BHK,850,2.0,72.0
Jessore Road,3 Bedroom,750,3.0,155.0
International Airport,2 BHK,1123,2.0,64.0
Rajarhat,2 BHK,1235,2.0,75.0
Madhyamgram,2 BHK,1250,2.0,55.55
New Town,4 Bedroom,2403,5.0,360.0
New Town,2 BHK,984,2.0,45.91
Rajarhat,2 BHK,1305,2.0,99.0
Alipore,2 Bedroom,1200,1.0,65.0
New Alipore,3 Bedroom,600,3.0,90.0
New Town,4 BHK,2790,5.0,204.0
Howrah,4 BHK,2010,3.0,125.0
Madurdaha Hussainpur,2 BHK,995,2.0,42.0
Madhyamgram,2 BHK,1277,2.0,59.0
Madhyamgram,2 BHK,1236,2.0,61.33
Rajarhat,2 BHK,1265,2.0,67.0
International Airport,1 BHK,525,,27.0
Behala,5 BHK,2570,4.0,141.0
Garia,4 Bedroom,2400,5.0,390.0
Rajarhat,3 BHK,1442,3.0,56.24
Dum Dum Cantonment Kolkata,2 BHK,1224,2.0,70.0
Garia,2 BHK,1205,2.0,59.0
Baranagar,2 BHK,1233,2.0,100.0
Alipore,2 BHK,1312,2.0,69.0
Tangra,3 BHK,1449,3.0,90.0
Bhawanipur,2 BHK,1090,2.0,54.0
Lake Town,5 Bedroom,2100,5.0,150.0
New Town,3 BHK,1390,2.0,62.55
Howrah,2 BHK,1200,2.0,78.0
Dum Dum,4 Bedroom,600,2.0,50.0
Dum Dum,2 BHK,1000,2.0,58.0
Tangra,4 Bedroom,2400,5.0,190.0
Howrah,3 BHK,1732,3.0,85.73
Howrah,2 BHK,1290,2.0,80.0
Howrah,3 BHK,1840,3.0,85.0
Bangur,3 BHK,1917,4.0,100.0
Jessore Road,2 BHK,1100,2.0,57.0
Tangra,3 BHK,1455,2.0,60.0
Rajarhat,4 BHK,2774,4.0,208.0
Howrah,5 Bedroom,1200,5.0,255.0
Garia,3 BHK,1425,2.0,65.0
Howrah,3 BHK,1655,3.0,113.0
Howrah,4 BHK,2805,5.0,160.0
Rajarhat,7 Bedroom,600,7.0,93.0
Rajarhat,2 BHK,1040,2.0,46.79
shalimar,2 BHK,1126,2.0,55.0
Narendrapur,6 Bedroom,1600,4.0,200.0
Rajarhat,2 BHK,1250,2.0,55.55
Madhyamgram,4 Bedroom,1800,4.0,180.0
New Alipore,2 Bedroom,1200,2.0,53.0
Madhyamgram,4 BHK,2050,3.0,100.0
New Alipore,1 BHK,530,1.0,29.44
Dum Dum,4 Bedroom,2580 - 2591,4.0,139.5
Topsia Road,2 BHK,883,2.0,37.0
Tangra,3 BHK,1490,2.0,59.6
Sealdah,2 BHK,1295,2.0,95.0
Howrah,3 BHK,1275,3.0,59.0
Madhyamgram,2 BHK,800,2.0,30.0
EM Bypass South East,1 BHK,1200,1.0,95.0
Howrah,2 BHK,1063,2.0,58.0
Lake Town,1 BHK,656,1.0,43.0
Lake Town,2 BHK,1125,2.0,36.0
Lake Town,2 BHK,881,2.0,48.06
Howrah,9 Bedroom,1350,8.0,200.0
Biren Roy Road,2 BHK,700,1.0,32.0
Sonarpur,3 Bedroom,1936,3.0,110.0
Sonarpur,3 BHK,1680,3.0,101.0
Sonarpur,2 BHK,1253,2.0,57.0
Garia,3 BHK,1640,3.0,230.0
Garia,3 BHK,1082,3.0,50.0
Howrah,2 BHK,1065,2.0,30.75
Howrah,3 BHK,2100,4.0,145.0
Howrah,2 BHK,1070,2.0,58.0
Howrah,3 BHK,1280,3.0,57.6
Sodepur,5 Bedroom,1200,5.0,300.0
Sodepur,2 BHK,1125,2.0,29.25
Sodepur,3 BHK,1755,3.0,122.0
Howrah,2 BHK,1210,2.0,54.0
Tangra,2 BHK,951,2.0,30.43
Tangra,3 BHK,1500,2.0,75.0
Tangra,3 BHK,1652.5,3.0,90.0
Tangra,3 BHK,1381,2.0,76.18
Tollygunge,2 BHK,1085,2.0,57.0
Tollygunge,1 BHK,905,1.0,50.0
Tangra,3 BHK,1685,3.0,95.0
Dum Dum,2 BHK,1200,2.0,75.0
Dum Dum,2 BHK,1151,2.0,42.9
Madhyamgram,4 Bedroom,3532,3.0,170.0
N S C Bose Road Narendrapur,3 BHK,1665,3.0,86.91
Howrah,2 BHK,800,2.0,40.0
Haltu,2 Bedroom,1050,2.0,162.0
Howrah Railway Station,2 BHK,1030,2.0,46.5
New Town,2 BHK,1257,2.0,71.03
Dhakuria Station Road,3 BHK,1600,3.0,82.0
Park Circus,3 BHK,1465,3.0,75.0
Kalighat,3 BHK,1650,3.0,111.0
Tollygunge,2 BHK,1243,2.0,46.0
Kalighat,2 Bedroom,680,1.0,80.0
Alipore,4 Bedroom,1230,4.0,80.0
Kalighat,2 BHK,1300,2.0,82.0
Howrah,2 BHK,1000,2.0,44.5
New Alipore,2 BHK,1146,2.0,53.8
New Alipore,6 BHK,1200,6.0,120.0
Naktala,3 BHK,2601,4.0,312.0
Netaji Nagar,3 BHK,2159,3.0,110.0
Tollygunge,2 BHK,1255,2.0,40.0
Tollygunge,2 BHK,1130,2.0,60.0
Tollygunge,2 BHK,1200,2.0,60.0
Tollygunge,2 BHK,1040,2.0,37.0
Tangra,8 Bedroom,1500,8.0,150.0
Tangra,4 Bedroom,906,3.0,55.0
Tangra,2 BHK,1180,2.0,41.3
Tangra,7 Bedroom,1200,7.0,169.0
Tangra,6 Bedroom,850,7.0,100.0
Tangra,2 BHK,1200,2.0,47.0
Tangra,3 BHK,1374,3.0,51.0
Kamdahari,9 BHK,4700,10.0,130.0
Salt Lake City,1 BHK,613 - 648,1.0,32.15
Jessore Road,3 Bedroom,2400,2.0,480.0
Howrah,2 BHK,1027,2.0,44.0
Madhyamgram,5 Bedroom,1200,4.0,130.0
Jessore Road,3 BHK,2384,4.0,165.0
Madhyamgram,3 BHK,1033,2.0,28.41
Madhyamgram,2 BHK,1200,2.0,54.0
New Town AA 3,3 BHK,2017,3.0,105.0
New Town AA 3,3 Bedroom,1500,3.0,138.0
New Town AA 3,2 BHK,700,2.0,43.0
Naktala,6 Bedroom,1150,6.0,75.0
Rajarhat,3 BHK,1495,2.0,52.33
Madhyamgram,2 BHK,1302,2.0,68.5
Madhyamgram,1 BHK,905,1.0,52.0
Madhyamgram,2 BHK,1303,2.0,55.79
Sonarpur,3 BHK,1350,3.0,71.0
kalikapur,3 BHK,1380,2.0,95.0
kalikapur,3 BHK,1620,3.0,110.0
New Town,4 Bedroom,4800,4.0,250.0
Kankurgachi Main Road,2 BHK,1000,2.0,38.5
Biren Roy Road,3 Bedroom,800,4.0,88.0
New Town,2 BHK,1250,1.0,54.0
Biren Roy Road,3 BHK,1750,3.0,170.0
New Town,3 BHK,997,3.0,55.0
Entally,3 BHK,1760,3.0,111.0
Madhyamgram,2 BHK,1322,2.0,75.0
Kasba,3 Bedroom,1365,3.0,99.0
Kasba,3 BHK,1500,3.0,125.0
Madhyamgram,3 BHK,1256,2.0,50.0
Dhakuria,2 BHK,941,2.0,48.0
Keshtopur,4 Bedroom,5000,4.0,465.0
Behala,3 BHK,1665,3.0,86.58
Tangra,2 BHK,1414,2.0,84.18
Rajpur Sonarpur,3 BHK,1270,2.0,55.25
Narendrapur,3 Bedroom,800,2.0,80.0
N S C Bose Road Narendrapur,4 Bedroom,4100,3.0,300.0
Howrah,6 Bedroom,1800,3.0,105.0
Topsia Road,2 BHK,850,2.0,35.0
Tangra,1 BHK,712,1.0,38.44
Madurdaha,4 BHK,2563 - 2733,5.0,251.5
Dum Dum,3 Bedroom,900,4.0,180.0
Jessore Road,2 Bedroom,900,2.0,55.0
Rajarhat,2 BHK,1200,2.0,49.0
Alipore,1 BHK,654,1.0,22.0
Howrah,2 BHK,708,1.0,55.0
Sonarpur,4 Bedroom,600,5.0,75.0
Sonarpur,3 BHK,1680,3.0,135.0
Howrah,2 BHK,990,2.0,58.0
Madhyamgram,2 BHK,1380,2.0,42.0
Madhyamgram,2 BHK,1088,2.0,62.0
New Town,3 BHK,1414,3.0,77.5
Behala Chowrasta,2 BHK,1240,2.0,100.0
Biren Roy Road,3 BHK,1810,3.0,118.0
Biren Roy Road,3 BHK,2005,3.0,240.0
New Town,2 BHK,1185,2.0,58.0
Selimpur,3 Bedroom,1200,3.0,57.15
Howrah,2 BHK,1070,2.0,52.0
New Town,2 BHK,1265,2.0,58.0
Kasba,2 BHK,1100,2.0,55.0
New Town,2 BHK,1035,2.0,44.0
Narendrapur,1 BHK,605 - 624,1.0,30.715
Garia,2 BHK,1000,2.0,97.0
Chandannagar,2 BHK,1179,2.0,49.35
Salt Lake City,3 BHK,1650,3.0,84.0
Tollygunge,6 Bedroom,2800,4.0,100.0
Rajarhat,8 Bedroom,3500,6.0,120.0
Dum Dum,3 BHK,1430,3.0,78.65
New Town,3 BHK,1130,2.0,58.0
Dum Dum,3 BHK,1850,2.0,110.0
Konnagar,3 BHK,1340,3.0,54.24
Entally,4 BHK,4260 - 4408,,338.0
Entally,2 Bedroom,600,2.0,30.0
Entally,3 BHK,2582,5.0,250.0
Tollygunge,2 BHK,1160,2.0,55.0
Dum Dum,1 Bedroom,1200,2.0,45.0
Bansdroni,2 BHK,1116,2.0,37.6
Dum Dum,3 Bedroom,600,2.0,85.0
Rajarhat,3 BHK,2663,4.0,338.0
Jessore Road,2 BHK,1090,2.0,45.0
Bangur,2 BHK,1100,2.0,45.0
New Town,3 BHK,1365,2.0,34.13
Howrah,3 BHK,1484,3.0,79.19
N S C Bose Road  Narendrapur,3 BHK,1630,3.0,68.0
Narendrapur,3 BHK,1451,2.0,52.43
Naktala,2 BHK,1330,2.0,107.0
Narendrapur,3 BHK,2127,3.0,135.0
Rajarhat,5 Bedroom,875,5.0,120.0
Keshtopur,4 Bedroom,1260,4.0,65.0
Garia,3 BHK,1173,2.0,45.75
Garia,3 BHK,1445,2.0,56.0
Rajarhat,4 BHK,2250,4.0,400.0
Rajarhat,3 Bedroom,1500,4.0,239.0
New Town,3 BHK,1349 - 3324,3.0,115.89
Rajarhat,2 BHK,1197,2.0,47.88
Dum Dum,4 Bedroom,1200,4.0,225.0
Dum Dum,5 BHK,3930,7.0,329.0
Narendrapur,3 BHK,1450,3.0,62.4
Garia,2 BHK,1187,2.0,37.85
Garia,6 Bedroom,4000,6.0,850.0
Rajarhat,2 BHK,1050,2.0,41.0
Bonhooghly on BT Road,3 BHK,1370,2.0,54.8
Rajarhat,2 BHK,1036,2.0,39.37
Tangra,3 BHK,1275,3.0,41.2
Narendrapur,4 BHK,2010,3.0,115.0
Picnic Garden,2 BHK,1418,2.0,106.0
New Town,2 BHK,1265,2.0,46.6
Garia,3 BHK,1576,3.0,58.0
Rajarhat,2 BHK,1148,2.0,56.0
Dum Dum,2 BHK,1000,2.0,36.0
Tangra,3 BHK,1293,2.0,85.0
Rajarhat,3 Bedroom,1200,2.0,66.0
Rajarhat,2 BHK,1210,2.0,75.0
Rajarhat,2 BHK,1126,2.0,69.0
New Town,3 BHK,1840,4.0,175.0
Rajarhat,3 BHK,1440,2.0,70.0
Jessore Road,3 BHK,1300,2.0,52.0
Bangur,2 BHK,1276,2.0,75.0
Narendrapur,6 Bedroom,600,4.0,105.0
Durgapur,2 BHK,1216,2.0,83.0
Durgapur,1 BHK,840,1.0,75.0
Durgapur,5 Bedroom,1240,5.0,300.0
Durgapur,2 BHK,1126,2.0,39.0
Durgapur,1 Bedroom,45,1.0,23.0
Durgapur,2 BHK,1162,2.0,65.0
Konnagar,2 BHK,1301,2.0,65.0
kalikapur,1 BHK,658,1.0,34.0
Kalitala Road,3 Bedroom,1350,3.0,250.0
Tollygunge,3 BHK,2500,3.0,280.0
Narendrapur,1 BHK,78.03Sq. Meter,1.0,63.0
Tollygunge,3 BHK,1208.51,3.0,42.0
Wood Street,2 BHK,1133,2.0,38.41
Sodepur,3 BHK,1760,2.0,116.0
Kalighat,3 BHK,1075,2.0,52.0
Alipore,2 BHK,940,2.0,25.38
Alipore,2 BHK,1145,2.0,57.0
Alipore,2 BHK,1255 - 1350,2.0,67.73
Alipore,4 Bedroom,3900,5.0,550.0
Alipore,4 BHK,3300 - 3335,5.0,268.5
Alipore,2 BHK,1300,2.0,50.0
Alipore,3 BHK,2475,4.0,326.0
Alipore,3 BHK,2040,3.0,200.0
Alipore,1 Bedroom,1200,1.0,150.0
Alipore,4 Bedroom,2420,4.0,190.0
Alipore,2 BHK,1216,2.0,80.0
Alipore,3 BHK,1459,2.0,110.0
Alipore,3 BHK,1622,2.0,80.0
Alipore,3 BHK,1843,3.0,85.0
Alipore,2 BHK,1274,2.0,81.0
Alipore,2 Bedroom,600,1.0,52.0
Alipore,3 BHK,1430,2.0,69.5
Alipore,4 Bedroom,1800,2.0,280.0
Alipore,3 BHK,1565,2.0,57.91
Alipore,3 BHK,1670,3.0,160.0
Alipore,3 BHK,1695,3.0,150.0
Alipore,2 BHK,1410,2.0,75.0
Alipore,2 BHK,1060,2.0,42.0
Alipore,2 BHK,1120,2.0,50.0
Alipore,2 Bedroom,880,2.0,50.0
Alipore,2 BHK,1083,2.0,32.49
Alipore,3 BHK,1435,3.0,57.2
Alipore,3 BHK,1425,2.0,56.99
Alipore,2 BHK,900,2.0,50.0
Alipore,5 BHK,2400,5.0,93.0
Alipore,1 BHK,693,1.0,34.3
Alipore,3 Bedroom,600,3.0,90.0
Alipore,4 BHK,2435,4.0,119.0
Alipore,3 BHK,1920,3.0,150.0
Alipore,1 BHK,630,1.0,47.0
Alipore,3 BHK,1075,2.0,50.0
Alipore,5 Bedroom,1200,5.0,101.0
Alipore,1 BHK,705,1.0,55.0
Madhyamgram,3 BHK,1200,2.0,75.6
Madhyamgram,2 BHK,1532,2.0,62.0
Narendrapur,2 BHK,1330,2.0,93.0
Dum Dum,4 Bedroom,1200,3.0,210.0
Rajarhat,3 BHK,1530,2.0,60.0
BT Road Titagarh,2 BHK,1105,2.0,42.0
Madhyamgram,2 Bedroom,1566,2.0,180.0
